molecular_data_kind,case_submitter_id,case_id,project_id,file_id,file_name,md5sum,file_size,state,data_category,data_type,data_format,experimental_strategy,access,workflow_type,sample_submitter_ids,sample_types,tumor_sample_submitter_ids,normal_sample_submitter_ids,aliquot_submitter_ids,download_url
expression,TCGA-73-A9RS,2a394996-809f-459f-a647-d209921ccbd2,TCGA-LUAD,f7d58012-79f4-440f-add6-8a00728e96ba,3289364c-0dc2-43e8-bfe2-57d25e8612e5.rna_seq.augmented_star_gene_counts.tsv,bc165a01e3615b523c65885fb76a7ff8,4213976,released,Transcriptome Profiling,Gene Expression Quantification,TSV,RNA-Seq,open,STAR - Counts,TCGA-73-A9RS-01A,Primary Tumor,TCGA-73-A9RS-01A,,TCGA-73-A9RS-01A-11R-A41B-07,https://api.gdc.cancer.gov/data/f7d58012-79f4-440f-add6-8a00728e96ba
mutation,TCGA-73-A9RS,2a394996-809f-459f-a647-d209921ccbd2,TCGA-LUAD,0aa4fbc1-ec6c-4376-b2c7-5e796584d234,df6491d4-98ff-4a0b-b88d-780b7ca73d11.wxs.aliquot_ensemble_masked.maf.gz,3a89a33e7d6de325a81e9840836e4e9a,315931,released,Simple Nucleotide Variation,Masked Somatic Mutation,MAF,WXS,open,Aliquot Ensemble Somatic Variant Merging and Masking,TCGA-73-A9RS-10A; TCGA-73-A9RS-01A,Blood Derived Normal; Primary Tumor,TCGA-73-A9RS-01A,TCGA-73-A9RS-10A,TCGA-73-A9RS-10A-01D-A413-08; TCGA-73-A9RS-01A-11D-A410-08,https://api.gdc.cancer.gov/data/0aa4fbc1-ec6c-4376-b2c7-5e796584d234
