molecular_data_kind,case_submitter_id,case_id,project_id,file_id,file_name,md5sum,file_size,state,data_category,data_type,data_format,experimental_strategy,access,workflow_type,sample_submitter_ids,sample_types,tumor_sample_submitter_ids,normal_sample_submitter_ids,aliquot_submitter_ids,download_url
expression,TCGA-22-4613,2c8877f9-ee7f-4216-97ad-d2939a13daa4,TCGA-LUSC,fb5fc040-9f48-4eb6-89b3-9c0407222201,ca2b737e-2db0-4e74-baee-c0d40ff76382.rna_seq.augmented_star_gene_counts.tsv,fba6eaf44ea395b5fd68f1bb47f242b8,4220722,released,Transcriptome Profiling,Gene Expression Quantification,TSV,RNA-Seq,open,STAR - Counts,TCGA-22-4613-01A,Primary Tumor,TCGA-22-4613-01A,,TCGA-22-4613-01A-01R-1443-07,https://api.gdc.cancer.gov/data/fb5fc040-9f48-4eb6-89b3-9c0407222201
mutation,TCGA-22-4613,2c8877f9-ee7f-4216-97ad-d2939a13daa4,TCGA-LUSC,c8d0099d-70c3-4265-8f49-a38348314636,6076790f-ed57-47d3-ae1a-211164bb87ca.wxs.aliquot_ensemble_masked.maf.gz,2285db352e575b4d22512f560de2d9bd,211964,released,Simple Nucleotide Variation,Masked Somatic Mutation,MAF,WXS,open,Aliquot Ensemble Somatic Variant Merging and Masking,TCGA-22-4613-01A; TCGA-22-4613-11A,Primary Tumor; Solid Tissue Normal,TCGA-22-4613-01A,TCGA-22-4613-11A,TCGA-22-4613-01A-01D-1441-08; TCGA-22-4613-11A-01D-1441-08,https://api.gdc.cancer.gov/data/c8d0099d-70c3-4265-8f49-a38348314636
